이름,WAR.,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC.,WPA,target
김경언,0.26,66,217,182,23,48,6,1,5,71,25,3,0,28,2,0,46,7,2,3,0.264,0.363,0.39,0.753,0.346,90,-0.07,20000
김원석,-0.02,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.25,0.333,0.25,0.583,0.293,56.3,-0.08,3000
김태균,5.5,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,0.365,0.476,0.569,1.045,0.463,165.5,7.37,160000
김태완,0.25,24,24,20,3,7,1,1,0,10,0,0,0,3,1,0,8,0,0,0,0.35,0.458,0.5,0.958,0.441,152.9,-0.13,8000
로사리오,3.01,127,532,492,78,158,31,2,33,292,120,1,3,33,4,3,90,16,1,2,0.321,0.367,0.594,0.961,0.411,131,3.53,150000
송광민,2.95,116,494,449,80,146,27,2,17,228,83,3,0,28,4,0,86,16,7,6,0.325,0.366,0.508,0.873,0.381,112.3,2,20000
신성현,0.38,89,184,158,30,44,8,0,8,76,24,0,4,15,5,0,54,3,6,0,0.278,0.36,0.481,0.841,0.363,100.6,0.48,3700
양성우,0,108,446,384,52,104,12,4,4,136,53,5,2,39,9,0,67,6,8,6,0.271,0.347,0.354,0.701,0.324,76.1,0.47,8000
이동훈,-0.04,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-133.8,-0.06,2800
이성열,0.81,86,219,198,29,57,7,3,10,100,29,0,0,11,8,0,62,3,2,0,0.288,0.35,0.505,0.855,0.374,107.5,0.53,23000
이용규,4.31,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,0.352,0.438,0.434,0.872,0.404,128.1,3.44,90000
정근우,4.37,138,650,575,121,178,31,2,18,267,88,22,6,60,9,2,58,14,1,5,0.31,0.381,0.464,0.845,0.381,112.5,3.71,70000
주현상,-0.04,15,8,8,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,19,-0.09,3700
최진행,0.31,28,85,70,4,23,2,0,1,28,9,0,0,11,2,0,16,1,2,0,0.329,0.434,0.4,0.834,0.389,118.2,0.3,17000
하주석,1,115,441,405,58,113,21,1,10,166,57,5,7,18,9,1,115,3,8,1,0.279,0.323,0.41,0.733,0.326,77.1,0.9,9000
허도환,0.11,48,93,78,9,17,8,0,0,25,12,0,0,6,5,0,21,2,4,0,0.218,0.315,0.321,0.635,0.291,55.3,-0.12,7800
강지광,0.08,13,21,18,3,5,0,0,0,5,2,0,0,2,1,0,9,0,0,0,0.278,0.381,0.278,0.659,0.329,87.9,0.28,2700
고종욱,1.09,119,443,407,81,126,25,4,10,189,51,22,14,25,6,1,81,10,4,1,0.31,0.358,0.464,0.822,0.364,108.7,1.29,7700
김민성,2.44,118,489,445,60,135,24,0,16,207,71,1,1,31,8,1,62,15,2,3,0.303,0.357,0.465,0.823,0.365,108.2,-0.83,22000
김재현,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,0.283,55.3,-0.62,4400
김지수,0,104,151,132,23,31,7,0,0,38,13,2,1,9,2,0,27,2,7,1,0.235,0.292,0.288,0.58,0.261,41.2,-0.69,5500
김하성,4.94,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,0.29,0.362,0.489,0.851,0.372,112.9,0.99,16000
문우람,0.05,63,138,119,22,28,10,0,2,44,22,1,1,12,3,1,30,1,1,3,0.235,0.314,0.37,0.684,0.306,69,-0.56,9000
박동원,1.48,127,443,379,47,101,12,1,14,157,61,0,0,37,9,0,93,4,10,8,0.266,0.34,0.414,0.754,0.332,86.6,0.86,14000
박병호,7.76,140,622,528,129,181,35,1,53,377,146,10,3,78,12,6,161,10,0,4,0.343,0.436,0.714,1.15,0.481,181.9,7.82,70000
박헌도,0.8,108,267,218,31,54,13,0,8,91,42,0,2,37,7,0,52,6,3,2,0.248,0.371,0.417,0.789,0.357,102.5,-0.08,2600
서건창,1.51,85,368,312,52,93,24,4,3,134,37,9,2,42,1,0,24,7,11,2,0.298,0.381,0.429,0.81,0.359,105.8,2.35,26000
서동욱,0.1,55,118,103,14,24,5,0,3,38,15,0,0,11,3,0,45,1,1,0,0.233,0.325,0.369,0.694,0.317,77.3,-0.36,5800
스나이더,2.26,113,487,431,88,121,26,1,26,227,71,4,2,37,11,0,135,2,3,5,0.281,0.349,0.527,0.876,0.377,115.3,1.29,27000
유재신,0.36,62,32,27,21,7,2,0,0,9,3,10,1,3,0,0,10,2,2,0,0.259,0.333,0.333,0.667,0.294,62.9,0.17,6000
유한준,5.87,139,598,520,103,188,42,1,23,301,116,3,3,67,2,2,71,13,1,8,0.362,0.431,0.579,1.009,0.44,157.6,4.14,11500
윤석민,1.3,108,418,361,54,106,24,1,14,174,71,3,2,37,8,1,62,16,5,7,0.294,0.366,0.482,0.848,0.37,111.1,2.38,16000
이성열,0.58,101,268,232,35,58,10,2,9,99,36,1,1,20,9,1,87,5,5,2,0.25,0.331,0.427,0.758,0.332,84.2,1.12,11000
이택근,2.46,105,401,347,61,113,16,1,10,161,44,11,6,44,3,4,53,8,3,4,0.326,0.402,0.464,0.866,0.386,122.6,1.67,50000
임병욱,-0.15,40,52,43,13,8,1,1,1,14,3,2,4,9,0,0,23,1,0,0,0.186,0.327,0.326,0.653,0.309,73.6,-0.17,4000
강지광,-0.26,40,80,66,10,13,2,0,1,18,7,1,3,11,1,0,24,1,1,1,0.197,0.317,0.273,0.589,0.286,50.7,-0.48,3000
고종욱,2.36,133,566,527,92,176,22,9,8,240,72,28,14,28,5,1,103,10,1,5,0.334,0.37,0.455,0.825,0.373,105.4,4.38,12000
김민성,3.37,141,579,510,76,156,39,5,17,256,90,6,3,53,3,3,89,15,1,12,0.306,0.367,0.502,0.869,0.38,111.6,1.81,37000
김민준,-0.24,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.083,0.154,0.083,0.237,0.13,-50.1,-0.19,2700
김웅빈,0.1,10,15,14,4,6,0,0,1,9,4,0,0,0,0,0,3,0,0,1,0.429,0.4,0.643,1.043,0.441,150.7,0.25,3000
김재현,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.181,0.263,0.208,0.471,0.231,14.9,-0.13,4400
김지수,0.32,81,106,91,16,26,5,0,3,40,9,2,2,10,0,0,16,3,4,1,0.286,0.353,0.44,0.793,0.345,88.8,0.2,5500
김하성,3.81,144,599,526,92,148,29,7,20,251,84,28,15,60,6,2,80,7,2,5,0.281,0.359,0.477,0.836,0.37,104.8,1.12,22000
박동원,0.85,127,454,411,44,102,25,1,14,171,70,3,1,27,7,0,93,18,6,3,0.248,0.304,0.416,0.72,0.317,71.1,-1.14,20000
박정음,1.1,98,263,223,45,69,5,3,4,92,26,16,9,30,3,0,52,5,5,2,0.309,0.395,0.413,0.808,0.37,103.8,0.81,6600
서건창,4.46,140,646,560,111,182,30,7,7,247,63,26,13,69,10,2,58,6,3,4,0.325,0.406,0.441,0.847,0.389,116.6,4.17,40000
유재신,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,0.258,0.361,0.258,0.619,0.305,62.5,-0.41,6500
윤석민,2.96,92,402,341,72,114,15,0,19,186,80,2,3,46,9,3,50,16,0,6,0.334,0.42,0.545,0.966,0.425,141.6,2.11,21000
이택근,1.93,127,460,398,64,123,19,1,8,168,65,7,4,53,3,1,56,11,0,6,0.309,0.389,0.422,0.811,0.374,107.6,1.55,50000
임병욱,0.59,104,265,233,43,58,11,1,8,95,24,17,6,25,1,0,82,2,6,0,0.249,0.324,0.408,0.732,0.325,75.5,-0.37,6500
장영석,0.02,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,0.192,0.364,0.269,0.633,0.321,73.6,0.14,3600
채태인,-0.14,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,0.286,0.345,0.397,0.743,0.339,84.1,1.79,30000
허정협,-0.1,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0,0,0.176,0.3,0.176,0.477,0.254,29.3,-0.12,3300
홍성갑,-0.29,44,68,62,4,14,0,1,0,16,7,1,0,1,5,0,18,2,0,0,0.226,0.294,0.258,0.552,0.271,39.8,-0.11,3600
