이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
정의윤,2.67,59.0,222.0,193.0,35.0,66.0,11.0,0.0,14.0,119.0,44.0,3.0,0.0,20.0,7.0,0.0,27.0,3.0,0.0,2.0,0.342,0.419,0.617,1.036,0.447,167.2,1.75,12000.0,0.28085867620751337,0.3761562178828366,0.8206106870229007,0.8043478260869565,0.8693693693693694,0.15765765765765766,0.2972972972972973,0.04954954954954955,0.0,0.06306306306306306,0.536036036036036,0.1981981981981982,0.013513513513513514,0.0,0.09009009009009009,0.03153153153153153,0.0,0.12162162162162163,0.013513513513513514,0.0,0.009009009009009009
이명기,2.41,137.0,582.0,521.0,88.0,164.0,30.0,2.0,3.0,207.0,35.0,22.0,10.0,35.0,11.0,0.0,86.0,7.0,11.0,4.0,0.315,0.368,0.397,0.765,0.347,102.3,0.62,18000.0,0.257602862254025,0.26002055498458376,0.6436750272628136,0.593944099378882,0.8951890034364262,0.15120274914089346,0.281786941580756,0.05154639175257732,0.003436426116838488,0.005154639175257732,0.3556701030927835,0.06013745704467354,0.037800687285223365,0.01718213058419244,0.06013745704467354,0.018900343642611683,0.0,0.14776632302405499,0.012027491408934709,0.018900343642611683,0.006872852233676976
김성현,2.15,129.0,449.0,397.0,49.0,118.0,20.0,0.0,8.0,162.0,48.0,1.0,4.0,31.0,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.357,0.408,0.765,0.341,97.3,0.15,18000.0,0.23434704830053663,0.21171634121274407,0.6300436205016358,0.593944099378882,0.8841870824053452,0.1091314031180401,0.26280623608017817,0.044543429844097995,0.0,0.017817371937639197,0.36080178173719374,0.10690423162583519,0.0022271714922048997,0.008908685968819599,0.06904231625835189,0.015590200445434299,0.0,0.0935412026726058,0.031180400890868598,0.026726057906458798,0.004454342984409799
박정권,1.79,124.0,494.0,438.0,66.0,123.0,23.0,0.0,21.0,209.0,70.0,3.0,3.0,46.0,4.0,1.0,119.0,9.0,4.0,2.0,0.281,0.353,0.477,0.83,0.364,113.0,-0.4,40000.0,0.20214669051878353,0.15519013360739978,0.6728462377317339,0.6444099378881988,0.8866396761133604,0.13360323886639677,0.24898785425101214,0.0465587044534413,0.0,0.04251012145748988,0.4230769230769231,0.1417004048582996,0.006072874493927126,0.006072874493927126,0.0931174089068826,0.008097165991902834,0.0020242914979757085,0.2408906882591093,0.018218623481781375,0.008097165991902834,0.004048582995951417
이재원,1.68,140.0,559.0,489.0,58.0,138.0,18.0,1.0,17.0,209.0,100.0,1.0,3.0,54.0,11.0,5.0,85.0,22.0,0.0,5.0,0.282,0.363,0.427,0.791,0.355,106.7,1.41,28000.0,0.1923076923076923,0.3412127440904419,0.65567066521265,0.6141304347826088,0.8747763864042933,0.1037567084078712,0.24686940966010734,0.03220035778175313,0.0017889087656529517,0.03041144901610018,0.3738819320214669,0.17889087656529518,0.0017889087656529517,0.005366726296958855,0.09660107334525939,0.01967799642218247,0.008944543828264758,0.1520572450805009,0.03935599284436494,0.0,0.008944543828264758
정상호,1.51,113.0,324.0,279.0,34.0,71.0,11.0,1.0,12.0,120.0,49.0,1.0,2.0,22.0,15.0,0.0,80.0,2.0,8.0,0.0,0.254,0.342,0.43,0.772,0.34,97.1,0.53,50000.0,0.1771019677996422,0.25077081192189105,0.6294983642311887,0.5993788819875777,0.8611111111111112,0.10493827160493827,0.2191358024691358,0.033950617283950615,0.0030864197530864196,0.037037037037037035,0.37037037037037035,0.15123456790123457,0.0030864197530864196,0.006172839506172839,0.06790123456790123,0.046296296296296294,0.0,0.24691358024691357,0.006172839506172839,0.024691358024691357,0.0
김강민,1.03,96.0,328.0,293.0,43.0,72.0,17.0,0.0,4.0,101.0,31.0,7.0,4.0,23.0,7.0,0.0,83.0,6.0,4.0,1.0,0.246,0.315,0.345,0.66,0.302,72.9,-0.12,60000.0,0.13416815742397137,0.18396711202466598,0.5635223555070884,0.5124223602484472,0.8932926829268293,0.13109756097560976,0.21951219512195122,0.051829268292682924,0.0,0.012195121951219513,0.3079268292682927,0.09451219512195122,0.021341463414634148,0.012195121951219513,0.0701219512195122,0.021341463414634148,0.0,0.2530487804878049,0.018292682926829267,0.012195121951219513,0.003048780487804878
박재상,0.6,108.0,292.0,250.0,34.0,62.0,12.0,2.0,7.0,99.0,37.0,4.0,5.0,32.0,3.0,0.0,53.0,4.0,6.0,1.0,0.248,0.339,0.396,0.735,0.329,89.2,0.37,20000.0,0.0957066189624329,0.2343268242548818,0.6079607415485279,0.5706521739130435,0.8561643835616438,0.11643835616438356,0.21232876712328766,0.0410958904109589,0.00684931506849315,0.023972602739726026,0.339041095890411,0.1267123287671233,0.0136986301369863,0.017123287671232876,0.1095890410958904,0.010273972602739725,0.0,0.1815068493150685,0.0136986301369863,0.02054794520547945,0.003424657534246575
나주환,0.35,96.0,273.0,246.0,31.0,66.0,15.0,0.0,5.0,96.0,22.0,3.0,5.0,12.0,2.0,0.0,47.0,9.0,12.0,1.0,0.268,0.307,0.39,0.697,0.3,70.7,-0.73,20000.0,0.073345259391771,0.1212744090441932,0.5575245365321702,0.5411490683229814,0.9010989010989011,0.11355311355311355,0.24175824175824176,0.054945054945054944,0.0,0.018315018315018316,0.3516483516483517,0.08058608058608059,0.01098901098901099,0.018315018315018316,0.04395604395604396,0.007326007326007326,0.0,0.17216117216117216,0.03296703296703297,0.04395604395604396,0.003663003663003663
조동화,0.19,119.0,304.0,245.0,38.0,64.0,6.0,1.0,2.0,78.0,15.0,18.0,3.0,30.0,5.0,0.0,50.0,2.0,22.0,2.0,0.261,0.351,0.318,0.669,0.297,68.3,-0.8,30000.0,0.05903398926654739,0.11408016443987665,0.5509814612868048,0.5194099378881988,0.805921052631579,0.125,0.21052631578947367,0.019736842105263157,0.003289473684210526,0.006578947368421052,0.2565789473684211,0.049342105263157895,0.05921052631578947,0.009868421052631578,0.09868421052631579,0.01644736842105263,0.0,0.16447368421052633,0.006578947368421052,0.07236842105263158,0.006578947368421052
이대수,0.11,36.0,86.0,72.0,9.0,19.0,3.0,0.0,2.0,28.0,12.0,0.0,1.0,6.0,1.0,0.0,23.0,6.0,6.0,1.0,0.264,0.325,0.389,0.714,0.301,71.5,-0.46,35000.0,0.05187835420393559,0.14902363823227133,0.5597055616139586,0.5543478260869565,0.8372093023255814,0.10465116279069768,0.22093023255813954,0.03488372093023256,0.0,0.023255813953488372,0.32558139534883723,0.13953488372093023,0.0,0.011627906976744186,0.06976744186046512,0.011627906976744186,0.0,0.26744186046511625,0.06976744186046512,0.06976744186046512,0.011627906976744186
허웅,0.11,18.0,19.0,17.0,2.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.294,0.368,0.353,0.721,0.341,98.5,-0.04,3300.0,0.05187835420393559,0.1921891058581706,0.6333151581243184,0.5597826086956522,0.8947368421052632,0.10526315789473684,0.2631578947368421,0.05263157894736842,0.0,0.0,0.3157894736842105,0.15789473684210525,0.0,0.0,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.0
허웅,0.11,18.0,19.0,17.0,2.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.294,0.368,0.353,0.721,0.341,98.5,-0.04,2700.0,0.05187835420393559,0.1921891058581706,0.6333151581243184,0.5597826086956522,0.8947368421052632,0.10526315789473684,0.2631578947368421,0.05263157894736842,0.0,0.0,0.3157894736842105,0.15789473684210525,0.0,0.0,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.0
임훈,0.09,33.0,81.0,69.0,10.0,15.0,1.0,0.0,0.0,16.0,9.0,1.0,0.0,7.0,2.0,0.0,13.0,3.0,2.0,1.0,0.217,0.304,0.232,0.536,0.259,43.3,-0.55,13000.0,0.050089445438282636,0.1397738951695786,0.48282442748091603,0.41614906832298143,0.8518518518518519,0.12345679012345678,0.18518518518518517,0.012345679012345678,0.0,0.0,0.19753086419753085,0.1111111111111111,0.012345679012345678,0.0,0.08641975308641975,0.024691358024691357,0.0,0.16049382716049382,0.037037037037037035,0.024691358024691357,0.012345679012345678
오지환,4.44,138.0,566.0,497.0,76.0,138.0,41.0,4.0,11.0,220.0,56.0,25.0,10.0,59.0,4.0,1.0,121.0,2.0,3.0,3.0,0.278,0.357,0.443,0.8,0.357,110.3,2.4,25000.0,0.43917710196779963,0.4429599177800616,0.6654852780806979,0.6211180124223603,0.8780918727915195,0.13427561837455831,0.24381625441696114,0.07243816254416961,0.007067137809187279,0.019434628975265017,0.38869257950530034,0.0989399293286219,0.044169611307420496,0.0176678445229682,0.10424028268551237,0.007067137809187279,0.0017667844522968198,0.2137809187279152,0.0035335689045936395,0.00530035335689046,0.00530035335689046
박용택,3.85,128.0,533.0,487.0,66.0,159.0,28.0,2.0,18.0,245.0,83.0,11.0,4.0,34.0,4.0,1.0,73.0,12.0,1.0,7.0,0.326,0.37,0.503,0.873,0.384,131.3,1.35,80000.0,0.38640429338103754,0.33504624871531347,0.7227371864776446,0.6777950310559007,0.9136960600375235,0.12382739212007504,0.29831144465290804,0.0525328330206379,0.00375234521575985,0.03377110694183865,0.4596622889305816,0.15572232645403378,0.020637898686679174,0.0075046904315197,0.06378986866791744,0.0075046904315197,0.001876172607879925,0.13696060037523453,0.0225140712945591,0.001876172607879925,0.013133208255159476
히메네스,1.97,70.0,299.0,279.0,37.0,87.0,17.0,2.0,11.0,141.0,46.0,8.0,2.0,12.0,4.0,1.0,48.0,4.0,0.0,4.0,0.312,0.345,0.505,0.85,0.37,122.5,1.04,50000.0,0.2182468694096601,0.30318602261048305,0.6987459105779716,0.6599378881987578,0.9331103678929766,0.12374581939799331,0.2909698996655518,0.056856187290969896,0.006688963210702341,0.03678929765886288,0.47157190635451507,0.15384615384615385,0.026755852842809364,0.006688963210702341,0.04013377926421405,0.013377926421404682,0.0033444816053511705,0.1605351170568562,0.013377926421404682,0.0,0.013377926421404682
이병규,1.69,70.0,277.0,230.0,42.0,56.0,9.0,1.0,12.0,103.0,35.0,2.0,1.0,43.0,3.0,2.0,83.0,4.0,1.0,0.0,0.243,0.37,0.448,0.817,0.365,119.0,0.44,80000.0,0.19320214669051874,0.24152106885919833,0.6892039258451472,0.6343167701863354,0.8303249097472925,0.15162454873646208,0.20216606498194944,0.032490974729241874,0.0036101083032490976,0.04332129963898917,0.37184115523465705,0.1263537906137184,0.007220216606498195,0.0036101083032490976,0.1552346570397112,0.010830324909747292,0.007220216606498195,0.2996389891696751,0.01444043321299639,0.0036101083032490976,0.0
이병규,1.69,70.0,277.0,230.0,42.0,56.0,9.0,1.0,12.0,103.0,35.0,2.0,1.0,43.0,3.0,2.0,83.0,4.0,1.0,0.0,0.243,0.37,0.448,0.817,0.365,119.0,0.44,15600.0,0.19320214669051874,0.24152106885919833,0.6892039258451472,0.6343167701863354,0.8303249097472925,0.15162454873646208,0.20216606498194944,0.032490974729241874,0.0036101083032490976,0.04332129963898917,0.37184115523465705,0.1263537906137184,0.007220216606498195,0.0036101083032490976,0.1552346570397112,0.010830324909747292,0.007220216606498195,0.2996389891696751,0.01444043321299639,0.0036101083032490976,0.0
정성훈,1.68,117.0,440.0,363.0,47.0,103.0,16.0,1.0,9.0,148.0,45.0,9.0,4.0,54.0,13.0,5.0,65.0,9.0,6.0,4.0,0.284,0.392,0.408,0.799,0.361,113.0,1.78,50000.0,0.1923076923076923,0.3792394655704008,0.6728462377317339,0.6203416149068324,0.825,0.10681818181818181,0.2340909090909091,0.03636363636363636,0.0022727272727272726,0.020454545454545454,0.33636363636363636,0.10227272727272728,0.020454545454545454,0.00909090909090909,0.12272727272727273,0.029545454545454545,0.011363636363636364,0.14772727272727273,0.020454545454545454,0.013636363636363636,0.00909090909090909
임훈,1.44,55.0,215.0,183.0,34.0,55.0,11.0,1.0,1.0,71.0,15.0,2.0,2.0,19.0,7.0,0.0,31.0,2.0,5.0,1.0,0.301,0.386,0.388,0.774,0.354,104.5,0.84,13000.0,0.17084078711985687,0.28263103802672146,0.6496728462377317,0.6009316770186336,0.8511627906976744,0.15813953488372093,0.2558139534883721,0.05116279069767442,0.004651162790697674,0.004651162790697674,0.3302325581395349,0.06976744186046512,0.009302325581395349,0.009302325581395349,0.08837209302325581,0.03255813953488372,0.0,0.14418604651162792,0.009302325581395349,0.023255813953488372,0.004651162790697674
유강남,1.33,126.0,313.0,279.0,26.0,76.0,11.0,1.0,8.0,113.0,37.0,2.0,1.0,19.0,7.0,0.0,55.0,10.0,7.0,1.0,0.272,0.333,0.405,0.738,0.328,91.4,-0.84,8100.0,0.16100178890876563,0.10996916752312434,0.6139585605234461,0.5729813664596274,0.8913738019169329,0.08306709265175719,0.24281150159744408,0.03514376996805112,0.003194888178913738,0.025559105431309903,0.3610223642172524,0.1182108626198083,0.006389776357827476,0.003194888178913738,0.06070287539936102,0.022364217252396165,0.0,0.1757188498402556,0.03194888178913738,0.022364217252396165,0.003194888178913738
서상우,0.92,58.0,171.0,159.0,29.0,54.0,8.0,0.0,6.0,80.0,22.0,5.0,1.0,9.0,3.0,0.0,31.0,2.0,0.0,0.0,0.34,0.386,0.503,0.889,0.398,140.0,1.14,6000.0,0.12432915921288012,0.3134635149023638,0.7464558342420938,0.6902173913043479,0.9298245614035088,0.1695906432748538,0.3157894736842105,0.04678362573099415,0.0,0.03508771929824561,0.4678362573099415,0.1286549707602339,0.029239766081871343,0.005847953216374269,0.05263157894736842,0.017543859649122806,0.0,0.18128654970760233,0.011695906432748537,0.0,0.0
채은성,0.38,90.0,198.0,173.0,25.0,43.0,11.0,2.0,4.0,70.0,20.0,3.0,3.0,14.0,5.0,1.0,39.0,4.0,3.0,3.0,0.249,0.318,0.405,0.723,0.317,83.5,-0.55,5500.0,0.07602862254025043,0.1397738951695786,0.5924209378407852,0.5613354037267081,0.8737373737373737,0.12626262626262627,0.21717171717171718,0.05555555555555555,0.010101010101010102,0.020202020202020204,0.35353535353535354,0.10101010101010101,0.015151515151515152,0.015151515151515152,0.0707070707070707,0.025252525252525252,0.005050505050505051,0.19696969696969696,0.020202020202020204,0.015151515151515152,0.015151515151515152
안익훈,0.37,50.0,74.0,62.0,9.0,21.0,2.0,1.0,0.0,25.0,3.0,1.0,1.0,9.0,0.0,0.0,10.0,1.0,3.0,0.0,0.339,0.423,0.403,0.826,0.372,114.7,-0.31,4100.0,0.07513416815742396,0.1644398766700925,0.6774809160305344,0.6413043478260869,0.8378378378378378,0.12162162162162163,0.28378378378378377,0.02702702702702703,0.013513513513513514,0.0,0.33783783783783783,0.04054054054054054,0.013513513513513514,0.013513513513513514,0.12162162162162163,0.0,0.0,0.13513513513513514,0.013513513513513514,0.04054054054054054,0.0
이진영,0.23,103.0,350.0,301.0,32.0,77.0,5.0,1.0,9.0,111.0,39.0,2.0,4.0,42.0,3.0,4.0,55.0,10.0,2.0,2.0,0.256,0.351,0.369,0.719,0.328,91.3,0.22,2700.0,0.0626118067978533,0.21891058581706063,0.6136859323882224,0.5582298136645962,0.86,0.09142857142857143,0.22,0.014285714285714285,0.002857142857142857,0.025714285714285714,0.3171428571428571,0.11142857142857143,0.005714285714285714,0.011428571428571429,0.12,0.008571428571428572,0.011428571428571429,0.15714285714285714,0.02857142857142857,0.005714285714285714,0.005714285714285714
김용의,0.21,71.0,199.0,171.0,30.0,43.0,5.0,1.0,0.0,50.0,15.0,11.0,6.0,22.0,3.0,1.0,38.0,3.0,3.0,0.0,0.251,0.347,0.292,0.639,0.304,69.8,-0.6,6000.0,0.06082289803220035,0.1346351490236382,0.5550708833151581,0.49611801242236025,0.8592964824120602,0.1507537688442211,0.21608040201005024,0.02512562814070352,0.005025125628140704,0.0,0.25125628140703515,0.07537688442211055,0.05527638190954774,0.03015075376884422,0.11055276381909548,0.01507537688442211,0.005025125628140704,0.19095477386934673,0.01507537688442211,0.01507537688442211,0.0
백창수,0.18,25.0,36.0,31.0,4.0,10.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.323,0.382,0.452,0.834,0.358,108.8,0.02,4000.0,0.05813953488372092,0.19835560123329907,0.6613958560523446,0.6475155279503105,0.8611111111111112,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.05555555555555555,0.0
정의윤,0.13,32.0,75.0,66.0,3.0,17.0,3.0,0.0,0.0,20.0,7.0,2.0,0.0,6.0,2.0,0.0,19.0,3.0,0.0,1.0,0.258,0.333,0.303,0.636,0.304,70.1,0.11,12000.0,0.05366726296958854,0.20760534429599176,0.5558887677208288,0.49378881987577644,0.88,0.04,0.22666666666666666,0.04,0.0,0.0,0.26666666666666666,0.09333333333333334,0.02666666666666667,0.0,0.08,0.02666666666666667,0.0,0.25333333333333335,0.04,0.0,0.013333333333333334
황목치승,0.03,24.0,74.0,71.0,13.0,19.0,3.0,1.0,0.0,24.0,8.0,2.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,1.0,0.268,0.284,0.338,0.622,0.282,55.0,-0.5,4000.0,0.04472271914132378,0.144912641315519,0.514721919302072,0.4829192546583851,0.9594594594594594,0.17567567567567569,0.25675675675675674,0.04054054054054054,0.013513513513513514,0.0,0.32432432432432434,0.10810810810810811,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.13513513513513514,0.02702702702702703,0.0,0.013513513513513514
박성준,-0.01,11.0,12.0,10.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.333,0.2,0.533,0.278,53.1,0.01,3000.0,0.04114490161001788,0.197327852004111,0.5095419847328244,0.41381987577639756,0.8333333333333334,0.25,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
나성용,-0.06,40.0,79.0,73.0,7.0,20.0,2.0,0.0,3.0,31.0,9.0,0.0,0.0,4.0,2.0,0.0,29.0,2.0,0.0,0.0,0.274,0.329,0.425,0.754,0.339,99.7,-0.31,3700.0,0.0366726296958855,0.1644398766700925,0.6365866957470011,0.5854037267080745,0.9240506329113924,0.08860759493670886,0.25316455696202533,0.02531645569620253,0.0,0.0379746835443038,0.3924050632911392,0.11392405063291139,0.0,0.0,0.05063291139240506,0.02531645569620253,0.0,0.3670886075949367,0.02531645569620253,0.0,0.0
이민재,-0.07,28.0,34.0,30.0,6.0,8.0,1.0,0.0,0.0,9.0,4.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,0.267,0.303,0.3,0.603,0.274,49.4,-0.06,3400.0,0.035778175313059025,0.19013360739979443,0.4994547437295529,0.46816770186335405,0.8823529411764706,0.17647058823529413,0.23529411764705882,0.029411764705882353,0.0,0.0,0.2647058823529412,0.11764705882352941,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.23529411764705882,0.0,0.029411764705882353,0.029411764705882353
이범호,3.34,138.0,514.0,437.0,60.0,118.0,25.0,0.0,28.0,227.0,79.0,3.0,4.0,57.0,16.0,1.0,91.0,16.0,0.0,4.0,0.27,0.372,0.519,0.891,0.389,125.2,2.74,65000.0,0.34078711985688726,0.4779033915724563,0.7061068702290076,0.6917701863354038,0.8501945525291829,0.11673151750972763,0.22957198443579765,0.048638132295719845,0.0,0.054474708171206226,0.44163424124513617,0.15369649805447472,0.005836575875486381,0.007782101167315175,0.11089494163424124,0.0311284046692607,0.0019455252918287938,0.17704280155642024,0.0311284046692607,0.0,0.007782101167315175
김주찬,2.57,98.0,377.0,333.0,66.0,109.0,23.0,2.0,18.0,190.0,62.0,8.0,2.0,23.0,12.0,3.0,58.0,10.0,1.0,8.0,0.327,0.383,0.571,0.954,0.408,137.3,1.7,50000.0,0.2719141323792486,0.37101747173689614,0.7390948745910578,0.7406832298136646,0.883289124668435,0.17506631299734748,0.2891246684350133,0.0610079575596817,0.005305039787798408,0.04774535809018567,0.5039787798408488,0.16445623342175067,0.021220159151193633,0.005305039787798408,0.0610079575596817,0.03183023872679045,0.007957559681697613,0.15384615384615385,0.026525198938992044,0.002652519893899204,0.021220159151193633
필,2.44,143.0,591.0,536.0,81.0,174.0,35.0,1.0,22.0,277.0,101.0,14.0,10.0,43.0,3.0,6.0,74.0,12.0,0.0,9.0,0.325,0.372,0.517,0.889,0.387,123.8,5.91,90000.0,0.2602862254025044,0.8036998972250772,0.7022900763358779,0.6902173913043479,0.9069373942470389,0.13705583756345177,0.29441624365482233,0.05922165820642978,0.001692047377326565,0.03722504230118443,0.4686971235194585,0.17089678510998307,0.023688663282571912,0.01692047377326565,0.0727580372250423,0.005076142131979695,0.01015228426395939,0.12521150592216582,0.02030456852791878,0.0,0.015228426395939087
신종길,1.46,99.0,348.0,313.0,56.0,82.0,13.0,4.0,5.0,118.0,28.0,19.0,5.0,25.0,6.0,0.0,80.0,3.0,4.0,0.0,0.262,0.329,0.377,0.706,0.32,78.4,1.93,12000.0,0.1726296958855098,0.394655704008222,0.578516902944384,0.5481366459627329,0.8994252873563219,0.16091954022988506,0.23563218390804597,0.03735632183908046,0.011494252873563218,0.014367816091954023,0.3390804597701149,0.08045977011494253,0.05459770114942529,0.014367816091954023,0.07183908045977011,0.017241379310344827,0.0,0.22988505747126436,0.008620689655172414,0.011494252873563218,0.0
김원섭,1.26,110.0,341.0,277.0,45.0,74.0,13.0,3.0,5.0,108.0,33.0,8.0,5.0,53.0,3.0,0.0,46.0,5.0,6.0,2.0,0.267,0.388,0.39,0.778,0.357,103.2,0.82,15000.0,0.1547406082289803,0.2805755395683453,0.6461286804798255,0.6040372670807453,0.8123167155425219,0.13196480938416422,0.21700879765395895,0.03812316715542522,0.008797653958944282,0.01466275659824047,0.31671554252199413,0.0967741935483871,0.02346041055718475,0.01466275659824047,0.15542521994134897,0.008797653958944282,0.0,0.1348973607038123,0.01466275659824047,0.017595307917888565,0.005865102639296188
백용환,0.7,65.0,177.0,154.0,22.0,36.0,6.0,0.0,10.0,72.0,30.0,3.0,1.0,19.0,1.0,0.0,47.0,5.0,0.0,3.0,0.234,0.316,0.468,0.784,0.34,92.3,1.0,6000.0,0.10465116279069767,0.29907502569373073,0.616412213740458,0.6086956521739131,0.8700564971751412,0.12429378531073447,0.2033898305084746,0.03389830508474576,0.0,0.05649717514124294,0.4067796610169492,0.1694915254237288,0.01694915254237288,0.005649717514124294,0.10734463276836158,0.005649717514124294,0.0,0.2655367231638418,0.02824858757062147,0.0,0.01694915254237288
나지완,0.59,116.0,368.0,304.0,34.0,77.0,16.0,0.0,7.0,114.0,31.0,3.0,1.0,46.0,16.0,3.0,79.0,10.0,0.0,2.0,0.253,0.378,0.375,0.753,0.351,99.2,-0.71,20000.0,0.09481216457960642,0.12332990750256936,0.6352235550708834,0.5846273291925466,0.8260869565217391,0.09239130434782608,0.20923913043478262,0.043478260869565216,0.0,0.019021739130434784,0.30978260869565216,0.08423913043478261,0.008152173913043478,0.002717391304347826,0.125,0.043478260869565216,0.008152173913043478,0.21467391304347827,0.02717391304347826,0.0,0.005434782608695652
